20090306090811AASC6YB	Entertainment & Music;Music;Lyrics	Songs You Can Get Angry At?	Need One So Bad
20090306223836AATEb4k	Entertainment & Music;Music;Other - Music	Is it just me, but i find the e-major scale sounds sad, not happy?	N/A
20090306224705AA50wO3	Entertainment & Music;Movies	TOP 10 FUNNIEST MOVIES?	I need your top 10's. I love American Pie, etc.      I haven't seen the movie Idiocracy, worth seeing?
20090306195547AAZmfg3	Entertainment & Music;Polls & Surveys	Non-Americans... What's the geography of the US like?	Not the location, the climate, land, temperature, etc.      Please elaborate.
20090306201922AAe4IfA	Entertainment & Music;Polls & Surveys	Is it ever safe to trust Russian people?	N/A
20090306222136AA9brkS	Entertainment & Music;Movies	How do I become a good Vampire?	how to become a Good "Vegetarian" Vampire like in the movie Twilight ?   They look kinda cool!
20090306224800AA7LnCt	Entertainment & Music;Music;Other - Music	What is that Ozzy Osbourne song?	I heard a song by Ozzy. It was a song with him and a woman.       Thanks :]
20090306215218AAQPb62	Entertainment & Music;Music;Other - Music	Where can i get free piano r&b music sheets with the numbers?	i am a beginner and im just now 14 so i can"t spend any money cuz i don't have a cars so no purchases can be made
20090306211913AAYVRtM	Entertainment & Music;Polls & Surveys	Whats missing in your life?	N/A
20090306204029AApzN4y	Entertainment & Music;Polls & Surveys	Whats your favorite late nite snack?	N/A
20090306213606AA10gO4	Entertainment & Music;Polls & Surveys	Guys do you like.....................?	do you like more fake girls fake hair boob jobs bunch of make up?   or more natural, natural hair color, real boobs, natural looking make up?   then do you like redheads? blondes? brunettes? other?
20090306193824AABLEh9	Entertainment & Music;Polls & Surveys	Hey gurls..do have the feeling to kiss Emraan Haashmi ? why ?	if u ask me this question, i would answer yes. Because not for it look, Emraan doesn't look so hot, but he is a expert kisser. He is a skill full kisser.
20090306224621AAUAL2w	Entertainment & Music;Music;Rock and Pop	Why you like Back in Black so much?	AC/DC are my favorite band, but why is Back in Black rated so highly?   The song not the album.
20090306202227AAYJBO4	Entertainment & Music;Polls & Surveys	Should I quit?.........................…	was almost a level 4 and then i was suspended I dont have the time or enrgy to go on 4 now so this will be the last post on Y/A for awhile see you on the e-mail trail   (ldy-j)
20090306212812AAt9WjD	Entertainment & Music;Polls & Surveys	First thoughts......................…	my husband just told me that I used my at home teeth whitener today because I want a divorce... and I must be cheating....       Where is this coming from, seeing he knows where I'm at 24/7 and can call me and get me or show up unannounced and find me.... EXACTLY WHERE I TOLD HIM I'D BE????        Is he feeling insecure?  Or have I lost it????  (Know, I'm laughing so hard I almost wet my pants!)
20090306204255AAnGs8o	Entertainment & Music;Polls & Surveys	Pick your fav!!!!!!!!!!!!!!?	 http://www.aeropostale.com/product/index...        http://www.aeropostale.com/product/index...        http://www.aeropostale.com/product/index...        http://www.aeropostale.com/product/index...  with       http://www.aeropostale.com/product/index... 
20090306211930AA3VRPJ	Entertainment & Music;Music;Other - Music	Does anyone know what ablum the song "TNT" by ACDC is in?	Could u also include the artwork. Thanks!
20090306191353AA2keck	Entertainment & Music;Celebrities	How long was Britney's Circus Show Atlanta and New Orleans?	This should include the PCD and all Circus acts and of course the Legendary Britney Spears.      I heard 4 hours then I heard 3 so please clear it up.
20090306202905AAS7czU	Entertainment & Music;Polls & Surveys	Dead Vampire in my room what do i do with body plz?	Ok so earlier i said i saw vampires! I was right and they knew i knew about them and one of them followed me home. He just jumped through my window and i managed to play a Hannah Montana song long enough to stun him till i could get a knife and kill him. Only prob is now what do i do with body before mom finds out. Plz help asap
20090306203722AAIiePj	Entertainment & Music;Polls & Surveys	Corn curls, Doritos or Pretzels?	which is better for any weekend snacking?
20090306201026AA8Zlvd	Entertainment & Music;Polls & Surveys	What are the disadvantages of having?	central air in a home? In your own words please.
20090306195605AAVjubV	Entertainment & Music;Polls & Surveys	POLL: whats your favorite color?	mines all neon colors (: (: (:
20090306192709AAQaTQs	Entertainment & Music;Polls & Surveys	Why do I like listening to Taylor Swift?	i have a bunch of her songs on my mp3. it's embarrassing
20090306215206AAb0wir	Entertainment & Music;Movies	Where can I find more of these Final Fantasy VII ADVENT CHILDREN character portraits?	there are more character portraits similar to this one:  http://i115.photobucket.com/albums/n300/...       I can't find them...       can someone help me?
20090306191636AAm0CPM	Entertainment & Music;Polls & Surveys	Girls, does this gross you out?	when guys have big muscles? or is that just me? o.o
20090306204110AAXjLrX	Entertainment & Music;Polls & Surveys	What would you name your kids when you have kids?	I would name my kids Genevieve for a girl and Nicolas for a boy what you name your kids???
20090306201456AASsOyg	Entertainment & Music;Polls & Surveys	EMBARRASSING MOMMENTS?	have any embarrassing momments to share?
20090306204222AAf9YE9	Entertainment & Music;Polls & Surveys	Have you ever had a job you thought was embarrassing?	I always wondered how the guy who swept behind the horse at Walt Disney World felt about his job.
20090306203757AAxxe2U	Entertainment & Music;Polls & Surveys	If you were at risk of losing your job due to the recession ...?	... would you consider going back to school to learn another trade?
20090306191851AAg5XiU	Entertainment & Music;Polls & Surveys	Guys, if you had boob what size would they be...?	Guys, if you had boob what size would they be ?   Me and my friend Stacey are having a bet on which sizes you guys will choose (don't ask how we got to the topic XD)
20090306193303AA6yOAz	Entertainment & Music;Polls & Surveys	What is the meanest thing you said behind someone's back when you were a kid?	When I was 13, me and my cousins used to call our aunt's best friend's sister the boob flopper whenever she came over to visit because when she breastfed her 11 month old son, she flopped her breasts around and never covered up.       What are some mean things you said behind someones back when you were a kid?
20090306195306AARhi5n	Entertainment & Music;Polls & Surveys	I'm in love with Simba from the Lion King, is that weird?	Ever since I was a little girl, I've always thought that Simba was so hot and beautiful. I even think that certain other cartoon characters are attractive. Everyone says that I'm so weird for thinking that. Is this abnormal?
20090306190856AAzRpmy	Entertainment & Music;Polls & Surveys	What does it mean to you?	what does interlocked fingers mean to you? (holding hands)
20090306192159AAxbJzO	Entertainment & Music;Celebrities	What are some good singers?	ANYONE?
20090306193708AA2IxcN	Entertainment & Music;Polls & Surveys	What are 20 of your favorite songs?	they need to be clean! (no bad words!)
20090306193249AAqaTwd	Entertainment & Music;Polls & Surveys	Who has snow patrol's new album 'a hundred million suns'?	i've got it and i love it. my favourite song is 'if their's a rocket tie me to it'. its my myspace song and snow patrol are releasing it this monday. what is your favourite song from this album ?
20090306204507AAfdHkf	Entertainment & Music;Polls & Surveys	How would you like your chicken?	N/A
20090306193628AA2eOY0	Entertainment & Music;Polls & Surveys	Wats better metal or screamo?	N/A
20090306214455AAMrDtv	Entertainment & Music;Polls & Surveys	What is the funniest thing that has ever happened to you?	For me, my older sister and I were sitting in the library when we were younger. She was playing with blocks, and I was looking at a book. The only sound in the room was the sound of blocks clacking together and my pages flipping. Suddenly, RRRRRIP!! My sister farts the loudest fart that I have ever heard in my life! I could NOT stop laughing!!
20090306215950AADlOqm	Entertainment & Music;Movies	In Howl's Moving Castle, did Sophie remain old or did she turn young?	I'm afraid the movie isn't very clear about it... has anyone read the original book and know what happens in the end? Did she remain old, or did she turn young again?
20090306204507AA902T6	Entertainment & Music;Polls & Surveys	What's your favorite song?	Maino - All The Above.   What's yours? :)
20090306221912AAsVDtM	Entertainment & Music;Polls & Surveys	Whats the best thing to do at 1:18 in the morning... without leaving the house?	N/A
20090306205212AALqTvr	Entertainment & Music;Polls & Surveys	DATING POLL: DO you think she is ignoring me?	ran out of text Min's so i decided to use my friends cell to text my girl. since yesterday i been texting her...im not sure if she dont know its me. but its the same area code...I mean even if she don't recognize the number, she should at least say "who's this" but nothing..i cant call her cuz im in a tight spot financially as we live far...or could she just be ignoring me?? this is unlike her..last time we talked, i was tired so i couldn't stay up, and i told her , don't know if that's y shes ignoring me..im so lost...
20090306212519AA4kOpa	Entertainment & Music;Music;Lyrics	Lyrics to "What It Is"?	by the red hot chili peppers <3333   copy & paste it plz?    i cant find any lyrics that i can copy & paste into my music box thing on myspace.   metrolyrics is retarded   THANK YOU   ily :)
20090306214141AAvpSjt	Entertainment & Music;Polls & Surveys	On a scale of 1-10 how sucky did you think Watchmen was?	so i would give it a ten. that movie was terrible waste of money and a whole 3 hours i will never get back. and what was with the seeming like it was gonna end then pretty much a whole another hour begins. i honestly do not think i can name one part of that movie i liked.
20090306211902AAIXDxb	Entertainment & Music;Polls & Surveys	Do you think my avatar has a sexy hairstyle, or.....?	.....do I look like Carol Brady?
20090306203808AA3qTFQ	Entertainment & Music;Polls & Surveys	Who is the most afraid of vacuum cleaners?	Dogs, toddlers, or women?
20090306221617AAlxfLF	Entertainment & Music;Television;Comedy	Where can i watch wizards of waverly place online?	i love this show but i want to know where i can watch it online!?!?
20090306221256AAgLmS9	Entertainment & Music;Television;Comedy	Where can i watch hannah montana online for free?	i really like the show and want to watch all of the series. do u know where i can watch it???
20090306213315AAdZD9d	Entertainment & Music;Music;Other - Music	Who sings this song? I think i... but i don't even know her...?	might be 80's but i'm not sure. goes like      "i think i love(or like) her... but I don't even know her..."
20090306220206AAFtbIT	Entertainment & Music;Polls & Surveys	Who's the better rapper?	Who's better out of these four   Lil Wayne, Kanye West, T.I, or Flo Rida?
20090306222240AAc5mwt	Entertainment & Music;Television;Reality Television	Who is going to win the biggest loser this season?	i think it will be mike or tara
20090306220712AAXyQrV	Entertainment & Music;Movies	Who Loves The movie Twilight?	So, My sister drags me to the movies to see this movie about Vamires and i never even seen the trailor or somtin. So we end up behing obsessed about it!
20090306221812AABRtID	Entertainment & Music;Television;Reality Television	Does anyone know why College Life didn't premiere on MTV on 3/2/09 as scheduled?	The website has all of the bios of the people involved but the show just never came on and hasn't yet.
20090306215320AAuBzlM	Entertainment & Music;Comics & Animation	What happened to the Flintstones?	N/A
20090306215205AAHAqYD	Entertainment & Music;Celebrities	Do you prefer paris hilton or Brittney spears?	would you prefer paris hilton or brittney spears i would prefer brittney spear shes more cooler than paris
20090306221047AA1xN9U	Entertainment & Music;Music;Lyrics	Add 2 this lyrics!!!?	Oh mama cant you see   what that girl did to me   she broke my heart and walked away      Oh daddy leave me be   my heart burns to the third degree   (and add here)
20090306222259AA3WvNo	Entertainment & Music;Music;Rap and Hip-Hop	Underground Hip hop...?	idk any, does anybody kno any good songs with good chorus and beat?   if u do thanks!
20090306215532AAQO5zg	Entertainment & Music;Comics & Animation	Did Genma Die? (Naruto)?	Ive Watched All Of The Episodes, But I Dont Remember If Genma Died Or Not XD      I Havent Seen Him In The Show For A While...What Happened?
20090306215656AA4niBq	Entertainment & Music;Movies	Question about He's Just Not That Into You (spoilers)?	SPOILER ALERT!      I have a plot question...      In the end, when Janine leaves Ben the note with the cigarettes, what did the note say?      Thanks!
20090306215514AAunGwe	Entertainment & Music;Movies	Harry Potter 6 scenes cut?	So I read that Dumbledore's funeral is cut, as well as the battle scene.  How can you cut Dumbledore's funeral?!?! Maybe they are going to show it at the beginning of DH, idk but seriously. And I know they cut Dobby and Kreacher, which in my opinion is not smart. Dobby has been cut since the second and he is such an important character. =[      Anything else going to be cut? Anyone have any ideas?      I just hate scenes being cut out! I think the movie is going to be great of course but still, the 5th one was disappointing for me; too many scenes cut out.  Give me the 5 hour movie! Not 2 hours of rushed scenes!
20090306224539AA6JBP4	Entertainment & Music;Comics & Animation	Okay, help me find a magic anime?	Okay, i know i ask this alot.      But i cant find any good anime.      Im looking for ones with magic. WITH magic ty.   Ive just watched Kamichama Karinand i liked it.      Or any ones like, normal person and then got to use magic for some reasons.      Ive watched   Shugo chara   Kamichama Karin   ojamajo doremi   Pita-Ten [didnt like.]   pretty cure [ a few eps]   sailor moon   Ah! My goddess   bottle fairy   mermaid melody   mew mew power   Cardcaptors Sakura       and more.
20090306191029AAAJoFC	Entertainment & Music;Polls & Surveys	Survey!!!!!!!!!!!!!!!!!!?	1)what is your fav color?   2)what is your fav show?   3)what is your fav song?   4)who is your fav actress?   5)who is your fav singer?   6)what is your fav book?   7)what is your fav food?   8)what is your fav pet?   9)what is your fav website?   10)what is your fav number?   11)what is your fav movie?   12)what is your fav word?   IF YOU DO ALL OF THESE AND YOUR THE FIRST ONE I WILL MAKE YOU BEST ANSER!
20090306191516AAM1iQ2	Entertainment & Music;Polls & Surveys	Can i have a hug?           *20 charaters*?	today was sooooo crappy so can i please have a hug?? thanx =D
20090306191526AAo1Du7	Entertainment & Music;Polls & Surveys	ARE MY EYES TOO CLOSE TOGETHER?	someone told me they were    are they?   im the one in the red    http://s142.photobucket.com/albums/r115/...    and the one on the left    http://s142.photobucket.com/albums/r115/... 
20090306191619AAzl6Z0	Entertainment & Music;Polls & Surveys	What song is currently stuck in your head?	1 song that i just cant get out of my head is hoedown throwdown by miley cyrus
20090306191820AAtM8G0	Entertainment & Music;Polls & Surveys	Team edward vs. team jacob?	im on team jacob    what team are you on???
20090306191644AAmjfck	Entertainment & Music;Polls & Surveys	Do you know who this is?	ok i just heard this girl on the radio and she ses her name is miley cyrus and i seen on tv were her name is hannah montana and no1 knows shes miley i just discoverd her i dont ever see her stuff in the stores do you know who she is
20090306192554AAtsqZE	Entertainment & Music;Movies	What is the movie where can see a crime happen but no one is caught?	Okay, So its where people are sitting in this dark room and have a big screen and can see when things happen (in the world/socity, crimes etc), and from what i remember theres a murder or something in water, they are watching the waves come in and out. And (i think) someone actually kills someone but is let off because the screen doesnt show them killing anyone. (I think the person actually knew what the screen was going to look like and imitated it exactly or something, so that they wouldnt get caught)   If anyone knows!! PLEASE PLEASE help me! Thanks! =)
20090306194137AABoji5	Entertainment & Music;Celebrities	New Miley Cyrus music video. Who likes it?	 http://www.youtube.com/watch?v=f2b1D5w82...       There's the link. What do you think about it?
20090306195008AAOHzgw	Entertainment & Music;Polls & Surveys	POLL: How materialistic are you?	Tell the truth here, people. I used to be pretty materialistic, but I've calmed down a bit.
20090306195314AAjBwG1	Entertainment & Music;Music;Other - Music	Where can you download ON/OFF's new single Hana Kagari?	I know their single just came out yesterday but can somebody please tell me where you can download their new single for free?      thanks!
20090306195936AAC5mTR	Entertainment & Music;Music;Other - Music	OK so im trying to find out if the Bestie Boys(i think) have an official music video for Brass Monkey. send it?	Brass Monkey song. If you hav it can u link it 2 me plz
20090306200648AAa0uar	Entertainment & Music;Polls & Surveys	Who do you think played a better Joker, Jack Nicholson, or Heath Ledger?	I'm just curios.....I think there about tied...Maybe Jack Nicholson might have been a BIT better, but ya, their about tied.
20090306200943AAnRQ7a	Entertainment & Music;Movies	Whats the kids movie with the little boy in a library and cartoon books?	N/A
20090306201405AACPZUF	Entertainment & Music;Polls & Surveys	Honestly have you ever had six?	N/A
20090306201510AAb3gR4	Entertainment & Music;Movies	Is the Sundance Film Festival open to the public?	Can anyone attend the Sundance Film Festival? Are tickets required? If so, how do you get them?
20090306202919AAzfc3U	Entertainment & Music;Music;Lyrics	Who sings the song the r&b song it ain't tricking if you got it?	N/A
20090306203149AA3XgNo	Entertainment & Music;Movies	Where can i watch the full length movie Twilight, without paying?	I've tried other websites, but all of them say i have to pay to download it.   where can i go, so i don't have to pay?
20090306203154AA4Fd8o	Entertainment & Music;Polls & Surveys	I want my hair to look lighter BUT?	ok heres the thing      dyed hair black      some spots looked noticably lighter      dyed hair black again      did things to make my hair lighter and it made the lighter parts from before visible again         so what can i do to make my hair lighter?
20090306203201AA8AIlP	Entertainment & Music;Polls & Surveys	ANYONE HAVE MR. HAINES HISTORY CLASS AT LEAVITT MIDDLE SCHOOL!?!?!?!?	URGENT HELP NEEDED!!!!!!!!!! WHO HERE HAS THE RUBRIC 4 THE NEVADA HISTORY PROJECT THAT WAZ DUE TODAY????
20090306205822AA47a0h	Entertainment & Music;Music;Other - Music	Are you jealous                            ,?	That I know Scotty Vanitys phone number?
20090306210927AAS8oKh	Entertainment & Music;Music;Jazz	Where can i download the whole Bossa n' Ramones album for free?	N/A
20090306210943AAdpHhf	Entertainment & Music;Music;Other - Music	What is the song on watchmen in the funeral scene?	it's something about death, that's all i know.
20090306211231AAR7mTA	Entertainment & Music;Music;Singing	Dry throat when singing sing star?	I am not a singer but when I sing sing star for a long time my throat gets dry, I start coughing and even drinking water doesn't help! I love singing and playing this game but i need to know what I can do to keep my throat from getting dry. I wanna sing along with everyone without having to quit cause my throats starts to get to dry cause I love singing and winning it's so fun!
20090306211350AAG9p5m	Entertainment & Music;Music;Other - Music	What are your favorite 80's songs/bands?	I'm sooo bored and i'm listening to my ipod to some classics. A few of my favorites are Pat Benatar, Skid Row, Billy Idol, Cyndi Lauper, Bon Jovi, Scorpions, Twisted Sister, and definitely Guns n Roses. Anyways what are your favorites?
20090306211450AAIJwiL	Entertainment & Music;Celebrities	Who are the hottest guys in the world????!!!?	that arnt ur husband and or boifriend!!! or crush in class im talking celebs only!!!!!????!?!?!??!
20090306211632AA20So3	Entertainment & Music;Radio	Why did dean and rog leave?	My son loved listening to Dean and Rog in the morning on the way to school. He is so sad they are gone. The new guys are so awful we have stopped listening to the Arrow. How could this happen?
20090306212515AAjS9oD	Entertainment & Music;Music;Country	What are some good country songs?	im just trying to find some more good songs
20090306212633AAH1S32	Entertainment & Music;Television;Comedy	Which episode of The Office had Steve Carell's character playing the Jamaican steel drum non-stop?	I want to find this episode.
20090306212651AA6GkaZ	Entertainment & Music;Comics & Animation	What is Prince of After School?	I've heard of Prince of Tennis, and the 'New' Prince of Tennis. But the Prince of After School was a shock. If it's a sequel to Prince of Tennis, what's the time setting for the New Prince of Tennis? And what's the setting for the Prince of After School?
20090306212931AA2U9Ky	Entertainment & Music;Horoscopes	Does anyone know of a good horoscope website?	is there any websites where you found that the horoscopes were for the most part accurate? just wondering....i find horoscopes fun and even funner when they actually make sense and come true....thanks in advance
20090306212957AARMJlO	Entertainment & Music;Radio	The Rabbit, by Mike Snow?	I've been looking for this song for FOREVER after hearing it a couple times on my radio station and liking it. I know Mike Snow is a DJ, but I can't find this song in its original title (which I don't believe there WAS an original version) and I can't find it in his songs anywhere. It's apparently called 'The Rabbit' and has lyrics like "In lovin' she is tragic magic" and "And the rabbit jumps back in his hole..." Can anyone help me find out where to find it so that I can put it on my listening device or at least listen to it again at all?       Thanks for your help.   [:
20090306213437AAzRH3A	Entertainment & Music;Movies	Why is there sex in the movies now?	I think that sex in movies is completely uncalled for. I am paying to see a movie based on the plot and content, not for the sex. If i wanted to see sex I'd go watch some porn. It's disgusting how now people think its fine to show such nudity. I was appalled by a movie i saw a couple weeks back, when I was flashed by a nude male body. It is disgusting. What happened to good clean movies that everyone loved to watch. I can't watch most of the new movies with my family, because there is sex in them. What happened to the movie industry?
20090306213545AA6jDea	Entertainment & Music;Comics & Animation	What is kryptonite made out of?	There are many different types of kryptonite. Mainly "Green Kryptonite" which is very intoxicating to Superman. Then there is red kryptonite which is like Opposite to Green Kryptonite. well not exactly opposite but it has different effect on superman. and there are many other different types such as black or even yellow.  So what is Kryptonite made out of and why is Green Kryptonite so intoxicating to superman while others arnt that bad?
20090306215051AAAsY2y	Entertainment & Music;Television;Other - Television	How do I file a complaint that my On Demand feature of my Comcast cable tv service is not working for weeks?	I wonder if anyone else is having a similar problem.  When I call Comcast, I am told that the problem is being worked on.  It has now been 4 weeks or more.
20090306215216AAY2kc8	Entertainment & Music;Comics & Animation	Is this a flaw in Watchmen?	After having read the book recently and seeing the movie tonight, I noticed something that didn't seem right.  If Ozymandias was trying to frame Rorschach for the murder of Molech, why would he use a gun?  Ozymandias is the smartest man in the world, but killed Molech in a manner completely inconsistent with Rorschach's M.O.  First, Rorschach never carries a gun.  Second, a single bullet wound in the head is much to neat for a Rorschach job.  My opinion would be that Ozymandias would have used a different method for this murder if he wanted to frame Rorschach as convincingly as he was capable of.      Any thoughts are appreciated.
20090306215153AAm87sV	Entertainment & Music;Horoscopes	My DOB is 17 june,1986,time 13:05,is it right time to marry,astrologically?	N/A
20090306215226AALVRu4	Entertainment & Music;Horoscopes	I wana know about nadi shastra astrology. Has any1 been there.Plz tell me the address of true centre in Delhi?	Plz tell me your experiences and is it true. how much do they charge.   Are there fake centres too. plz tell address of centre where you or your friends have visited.
20090306215238AAe3mPN	Entertainment & Music;Music;Other - Music	Who sings this new song with flo rider??	Ok so I heard that Remake of the song Right Round.. remade by Flo Rider... and Everytime i hear it, they never say who sings it with him. To me it sounds like Katy Perry... but some people were saying that it was a girl, Kesha, from the hills, but she is just the girl in the video... Can anyone help Clear this up?
20090306215340AAfs0xD	Entertainment & Music;Television;Reality Television	When is Big Brother scheduled to air in 2009?	Big Brother 11
20090306215417AAVwNpF	Entertainment & Music;Music;Other - Music	If you seek amy song helppppp?	What exactly is this song about? everyone says its bad. tell me please.
20090306215514AAyScIF	Entertainment & Music;Comics & Animation	Whats the song at the end of watchmen durring the credits?	it was a really good song
20090306215623AAUzNHD	Entertainment & Music;Music;Lyrics	I need good brake up songs?	Me and my boyfriend broke up a couple days ago after a year. He decide he liked someone else. I'm only 15 so that was like my first real relationship and I'm really upset about it. What are some good up beat brake up songs,and that are kinda newish?
20090306215739AAB2e7o	Entertainment & Music;Music;Rap and Hip-Hop	What rap songs sound good chopped and screwed?	N/A
20090306220856AAnhMmE	Entertainment & Music;Music;Rap and Hip-Hop	Anybody know where I can download or buy songs by Neffe's boyfriend Soullow?	Especially the songs Peace of Mind and I'm So Fly.  Neffe is Keyshia Cole's sister who was featured on her reality show.
20090306215840AAXXVta	Entertainment & Music;Comics & Animation	Is there a place for me to read the Darth Maul comics online?	Or even download them?
20090306215935AAumUvQ	Entertainment & Music;Music;Singing	How do I sing better?	Recently, I’ve been trying to get better at singing. I really enjoy it, but I’m currently so bad, I’m embarrassed to sing in front of anyone else. I really want to get better.      I have a very nasally sounding voice- whether I’m talking or trying to sing. I also sound like a girl when I sing. (When I say girl, I mean typical wispy and weak damsel in distress from a standard fairy tale- it’s not pretty… well, not from a boy lol)      Does anyone have any tips? I’ve tried some different stuff I’ve found online, but it all either doesn’t work, or makes me sound wispy, and more girly. Who knows, I might have been doing the exercises wrong; most of them are hard to understand.      I’m 20 now, so I don’t think my voice is going to get any lower at this point. I want to be able to sing higher songs anyway. My lower singing voice is nasally to the point where it’s creepy… and most songs I want to sing are fairly high anyway. I just really need some way to make my higher singing voice not so girly.      I have tried singing stronger, and it helps a little, but I usually end up having to force those notes out. From what I’ve heard its not good to force anything out.      It really bothers me. I sing along with songs preformed by boys. They still sound very masculine at that pitch, I just don’t. It’s not like I’m trying to sing soprano opera parts either… just mid to semi-high ranged tenor.      And I know I actually sound as bad as I think. I’ve recorded myself, and have very low expectations. I want to get better… at least a little… but I don’t want to pay for a formal teacher.      So now that I’ve babbled on… I’ll summarize what I’m asking…      How do I sing high and not sound like a girl?   How do I sing and speak less nasally?      Thanks
20090306220050AAnzQ3o	Entertainment & Music;Movies	I'm looking for songs that you feel have a deeper good meaning?	Hi. I'm looking for songs with deep good meanings. And I decided I might as well ask you guys. Some examples of songs I'm already using are : No Handlebars - Flobots, Keep on waiting - John Mayer, What's it's like - Everlast, and Where is the love - Black Eyed Peas. Any songs you can come up with would be much appreciated. Thanks
20090306220118AASu3kD	Entertainment & Music;Television;Reality Television	Bad girls club 2 vs 3?	who would win
20090306220126AAt6nEw	Entertainment & Music;Music;Rap and Hip-Hop	Rap songs with good lyrics and chorus?	i just needs some good rap songs with a good chorus and lyrics like where is the love, or hope any suggerstions?
20090306220210AAwnIut	Entertainment & Music;Music;Classical	My Chappell baby grand piano - does anyone know what year my serial numbers is from?	The serial number is 53640 on my Chappell baby grand piano. I estimate it is about 90 years old (just a guess) but I am wondering if anyone knows a website that could tell me the year my piano was made? Thanks in advance.
20090306221853AAhP0mx	Entertainment & Music;Comics & Animation	Does any body out there love Stan Rogers as much as me?	Holy **** he is amazing!
20090306220533AAE9AXF	Entertainment & Music;Comics & Animation	Is InuYasha going to have more episodes made?	I hear rumors all the time that the author is thinking about it, but are any of them true?
20090306220627AA29aLy	Entertainment & Music;Music;Other - Music	Whats that one song that goes...?	once i was down, then i found, ive been liberated now...somehow,SOMEHOW!!!
20090306220647AAb2hT8	Entertainment & Music;Music;Lyrics	I cant remember the name of this song and its killing me?	ok so not much to go on i think it was done in late 90's early 2000's dont know by who but theres one part where they say "changes" kinda high pitched its  the chorus of the song.
20090306221127AArHiAr	Entertainment & Music;Music;Other - Music	Most depressing song you ever heard?	i don't want any evanescence bull.   i need stuff more depressing than secondhand serenade.   i don't need the whole "don't listen to that"    "it makes things worse"... it doesn't actually   so any songs you can think of would help.
20090306220758AAcGxhs	Entertainment & Music;Music;Lyrics	What are some really catchy lyrics that you can think of?	??
20090306220953AAlh943	Entertainment & Music;Music;Other - Music	Was the Ozzy song Mr. Crowley written about Aleister Crowley?	I have listened to this song quite a few times and cant really decide for my self
20090306221057AA4vRZK	Entertainment & Music;Jokes & Riddles	A Riddle, can you solve it?	This will test you or tease you!!!      "I turn polar bears white    and I will make you cry.    I make guys have to pee    and girls comb their hair.    I make celebrities look stupid    and normal people look like celebrities.    I turn pancakes brown    and make your champagne bubble.    If you squeeze me, I'll pop.    If you look at me, you'll pop.    Can you guess the riddle?"         Enter the answer in Capital Letters - the answer opens the spread sheet - add your name (save it), and let another play         97% of Harvard Graduates got this wrong.     84% of Pre school kids got it right!!!!
20090306221205AA2E1f6	Entertainment & Music;Television;Other - Television	How is Dr Brennen able to talk to the ghost at the end of "The Hero In the Hold "?	at the end when booth goes to talk to Clare   Parker walks by Dr Brennen and says hi and she says hi back
20090306221304AA4JTQ6	Entertainment & Music;Music;Other - Music	Can't remember the song?	I saw this music video for a really cool song that I just can't remember. The singer was a young male of African American decent and he had a really big Afro. I think the song title had a 1 in it and was something like 1 world or something of the sort. Any ideas?
20090306221309AAa4h96	Entertainment & Music;Music;Other - Music	A TECHNO SONG THAT GOES I CANT SLEEP OR EAT?	CANT SLEEP BREATH WITHOUT YOU   ITS THIS CHICK I DONT REMEMEBR BUT I SOO LUV IT
20090306221419AAOGEf7	Entertainment & Music;Music;Other - Music	What's the biggie song which says in the sample "what's love got to do with it?"?	N/A
20090306221527AAkoArs	Entertainment & Music;Television;Other - Television	Nickelodeon show from the 90s?	I am looking for the name of a kids' show that used to be on Nickelodeon sometime in the 90s. I used to watch it when I was little.       The show had a black woman and a man on it, and they used to say often, 'X (ch ch ch ch) marks the spot!!'  and make an X shape with their forearms. That's basically all I remember about it.        Anyone remember this show?  Any help would be much appreciated, thanks!
20090306221655AAGUC5W	Entertainment & Music;Music;Country	Whats the name of this song or who sings it?	its a song i hurd a long time ago and i cant think to the name its been driving me crazy lately... all i can remeber about it is that its country and its talking about how people change and theres a kid in it his father is like rasits or something and he dont wanna be like him and then theres a mother that is a acholic and talking about pouring her drink down the drain and there also in a church... i dont know i cant remeber much about it but it anyone can help it would be great...
20090306221906AAnOuqI	Entertainment & Music;Celebrities	What 's a good kind of pen/marker to use for autographs?	I have the opportunity to meet Taylor Swift and I really want her to sign a guitar of mine. What kind of pen or marker would I use that wouldn't wipe off and would look nice on my guitar.
20090306222112AA3JCO4	Entertainment & Music;Other - Entertainment	Dsi? What is it going to be like?	I've heard that the dsi is like the 3rd generation of the ds but that pretty much all i know anyone know more about it?
20090306222340AATMNl1	Entertainment & Music;Polls & Surveys	What kinda punishment would you expect for being naughty?	take that anyway you like...      *Star* if you like your punishments...lol
20090306222408AAc8oWC	Entertainment & Music;Celebrities	Who do ya'll think is the best rapper ever?	I think it was tupac!!!!
20090306223936AA8O95k	Entertainment & Music;Music;Rock and Pop	Any good Christian Screamo bands?	I know about Underoath and The Devil Wears Prada.
20090306222550AAt72i9	Entertainment & Music;Music;Lyrics	What are some funny misheard lyrics that you know of?	??
20090306223455AA2BCZp	Entertainment & Music;Music;Lyrics	What's the misheard lyrics for this song?	give me a home among the gum trees
20090306223029AAnEv70	Entertainment & Music;Music;Lyrics	What are the misheard lyrics to numa numa?	??
